5_12.txt MiCoclk:	69870999.937500	70485418	2248	0.943933
5_14.txt MiCoclk:	74715412.437500	75875225	8068	0.940859
5_15.txt MiCoclk:	17676188.000000	18486157	3472	0.829502
5_16.txt MiCoclk:	37684257.000000	40331606	4608	0.947203
5_17.txt MiCoclk:	33425825.875000	36351329	3960	0.944777
5_18.txt MiCoclk:	55668292.812500	56909418	6984	0.949154
5_19.txt MiCoclk:	17110311.062500	20588296	5376	0.838419
5_20.txt MiCoclk:	62908123.812500	63210664	6728	0.949857
